ID	Source	Egyptian-Word	CODA	MSA-Equivalent	MSA-Lemma	MSA_L_S_Type	English-Equivalent	Egyptian-POS	Egyptian-POS-LDC	MSA-POS	MSA-POS-LDC	Word-Type	Lemma	Gender	Number	Rationality	CALIMA_EGY_LEMMA	SAMA_LEMMA	CALIMA_ALMOR_POS	SAMA_POS	SAMA-Gloss
60850	B	Tiynap	Tiynap	Tiynap	Tiynap	L	a clod	noun	NOUN	noun	NOUN	S	Tiyn	F	S	I	Tiyn_1	Tiynap_1	pos:noun	pos:noun	potter's clay
60851	T	Tiynap	Tiynap	Tiynap	Tiynap	L	potter's clay	noun	NOUN	noun	NOUN	L	_	S	S	I	Tiynap_1	Tiynap_1	pos:noun	pos:noun	potter's clay
60852	B	Tiyniy	Tiyniy	Tiyniy~	Tiyniy~	L	muddy	adj	ADJ	adj	ADJ	L	_	M	S	I	Tiyniy_1	Tiyniy~_1	pos:adj	pos:adj	clay-like
60853	B	Tiyr	Tiyr	Tayor	Tayor	L	poultry and pigeons;;birds	noun	NOUN	noun	NOUN	L	_	M	MASS_NOUN	I	UNK	Tayor_1	UNK	pos:noun	bird;;birds
60854	B	tiyruw	tiyruw	sAHap AlrihAn	sAHap AlrihAn	L	square bet	noun	NOUN	noun	NOUN	L	_	M	S	I	tiyruw_1	UNK	pos:noun	UNK	UNK
60855	T	tiys	tiys	tayos	tayos	L	billy goat;;fool;;billy goats;;fools	noun	NOUN	noun	NOUN	L	_	S	S	I	UNK	tayos_1	UNK	pos:noun	billy goat;;fool;;billy goats;;fools
60856	B	tiys	tiys	safiyh	safiyh	L	stolid fol	adj	ADJ	adj	ADJ	L	_	M	S	I	UNK	safiyh_1	UNK	pos:adj	foolish;;impudent
60857	B	TiyT	TiyT	mujodib	mujodib	L	barren	adj	ADJ	adj	ADJ	L	_	M	S	I	UNK	mujodib_1	UNK	pos:noun	barren;;sterile;;unproductive
60858	C	TiyT	TiyT	TiyT	TiyT	L	_	noun	NOUN	noun	NOUN	L	_	M	S	I	TiyT_1	UNK	pos:noun	UNK	UNK
60859	C	tiyt~uh	tiyt~uh	tiyt~uh	tiyt~uh	L	Tettah	noun+prop	NOUN_PROP	noun+prop	NOUN_PROP	L	_	F	S	R	tiyt~uh_1	UNK	pos:noun_prop	UNK	UNK
60860	B	tiytAnuws	tiytAnuws	tiytAnuws	tiytAnuws	L	tetanus	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	tiytAnuws_1	UNK	pos:noun	tetanus
60861	B	tiytap	tiytap	jid~ap	jid~ap	L	grandmother	noun	NOUN	noun	NOUN	L	_	F	S	R	UNK	jid~ap_1	UNK	pos:noun	newness
60862	C	TiyTap	TiyTap	TiyTap	TiyTap	L	_	noun	NOUN	noun	NOUN	L	_	F	S	I	TiyTap_1	UNK	pos:noun	UNK	UNK
60863	B	tiytik	tiytik	zonAd	zonAd	L	trigger	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
60864	B	tiyuwbolis	tiyuwbolis	tiyuwbolis	tiyuwbolis	L	tubeless 	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
60865	C	tiyuwbolis	tiyuwbolis	tiyuwbolis	tiyuwbolis	L	_	adj	ADJ	adj	ADJ	L	_	M	S	I	tiyuwblis_1	UNK	pos:adj	UNK	UNK
60866	C	tiyuwninoj	tiyuwninoj	tiyuwninoj	tiyuwninoj	L	_	noun	NOUN	noun	NOUN	L	_	M	S	I	tiyuwninoj_1	UNK	pos:noun	UNK	UNK
60867	B	tiyuwniynoj	tiyuwniynoj	dawozanap	dawozanap	L	tuning	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	dawozanap_1	UNK	pos:noun	tuning
60868	B	Tiyz	Tiyz	dubor	dubor	L	buttocks	noun	NOUN	noun	NOUN	L	_	F	S	I	Tiyz_1	dubor_1	pos:noun	pos:noun	backside;;posterior;;backsides;;posteriors
60869	B	tiyzap	tiyzap	jid~ap	jid~ap	L	grandma	noun	NOUN	noun	NOUN	L	_	F	S	R	UNK	jid~ap_1	UNK	pos:noun	newness
60870	C	tizaboriyq	tizaboriyq	lamaEAn	lamaEAn	L	shine;;glitter	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	tizaboriyq_1	lamaEAn_1	pos:noun	pos:noun	shine;;glitter
60871	C	tizaEoziyE	tizaEoziyE	zaEozaEap	zaEozaEap	L	convulsion;;shock;;concussion;;convulsions;;shocks;;concussions	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	tizaEoziyE_1	zaEozaEap_1	pos:noun	pos:noun	convulsion;;shock;;concussion;;convulsions;;shocks;;concussions
60872	C	tizafoliyT	tizafoliyT	luzuwjap	luzuwjap	L	stickiness;;adhesiveness	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	tizafoliyT_1	luzuwjap_1	pos:noun	pos:noun	stickiness;;adhesiveness
60873	C	tizagoziyz	tizagoziyz	dagodagap	dagodagap	L	tickling	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	tizagoziyz_1	dagodagap_1	pos:noun	pos:noun	tickling
60874	C	tizaguwiyr	tizaguwiyr	taHodiyq	taHodiyq	L	_	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	UNK	UNK	UNK	UNK	UNK
60875	C	tizahoziyh	tizahoziyh	zahozah	zahozah	L	_	vbn	NOUN	vbn	NOUN	L	_	F	NA	NA	tizahoziyh_1	UNK	pos:noun	UNK	UNK
60876	C	tizanohiyr	tizanohiyr	HirAsap	HirAsap	L	guard;;escort;;protection	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	tizanohiyr_1	HirAsap_1	pos:noun	pos:noun	guard;;escort;;protection
60877	C	tizaqoliyT	tizaqoliyT	saEAdap	saEAdap	L	happiness	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	tizaqoliyT_1	saEAdap_2	pos:noun	pos:noun	His/Her Excellency
60878	C	tizarojiyn	tizarojiyn	gaDab	gaDab	L	anger;;wrath;;in anger;;angrily	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	tizarojiyn_1	gaDab_1	pos:noun	pos:noun	anger;;wrath;;in anger;;angrily
60879	C	tizaroziyr	tizaroziyr	AinofiEAl	AinofiEAl	L	emotion;;excitation	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	tizaroziyr_1	{inofiEAl_1	pos:noun	pos:noun	emotion;;excitation
60880	C	tizaxoriyf	tizaxoriyf	zaxorafap	zaxorafap	L	decoration;;embellishment	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	tizaxoriyf_1	zaxorafap_1	pos:noun	pos:noun	decoration;;embellishment
60881	C	tizoqoziyq	tizoqoziyq	zaqozaqap	zaqozaqap	L	chirping;;feeding;;dandling	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	tizoqziyq_1	zaqozaqap_1	pos:noun	pos:noun	chirping;;feeding;;dandling
60882	B	ToEonap	ToEonap	TaEonap	TaEonap	L	a stab	vbn	NOUN	vbn	NOUN	L	_	F	NA	NA	UNK	TaEonap_1	UNK	pos:noun	stab;;insult;;stabs;;insults
60883	B	ToEonap	ToEonap	ta$ohiyr	ta$ohiyr	L	slander	vbn	NOUN	vbn	NOUN	L	_	F	NA	NA	UNK	ta$ohiyr_1	UNK	pos:noun	public exposure;;defamation
60884	B	toHuwiylap	toHuwiylap	taHowiylap	taHowiylap	L	telephone extension	noun	NOUN	noun	NOUN	L	_	F	S	I	UNK	taHowiylap_1	UNK	pos:noun	sidetrack;;branch;;sidetracks;;branches
60885	C	Tub~	Tub~	Tuy~ib	Tuy~ib	L	_	interj	INTERJ	interj	INTERJ	L	_	NA	NA	NA	UNK	UNK	UNK	UNK	UNK
60886	C	tub~aE	tub~aE	tub~aE	tub~aE	L	Tubbaa	noun+prop	NOUN_PROP	noun+prop	NOUN_PROP	L	_	F	S	I	tub~aE_1	UNK	pos:noun_prop	UNK	UNK
60887	B	Tubo$	Tubo$	qabiyH	qabiyH	L	ugly	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	qabiyH_1	UNK	pos:adj	ugly;;repulsive;;insolent
60888	C	Tubosiy~ap	Tubosiy~ap	Tubosiy~ap	Tubosiy~ap	L	_	noun	NOUN	noun	NOUN	L	_	F	S	I	Tubosiy~ap_1	UNK	pos:noun	UNK	UNK
60889	C	TuboTAb	TuboTAb	TuboTAb	TuboTAb	L	_	noun	NOUN	noun	NOUN	L	_	M	S	I	TuboTAb_1	UNK	pos:noun	UNK	UNK
60890	B	TubuwgorAfiy	TubuwgorAfiy	TubuwgrAfiy~	TubuwgrAfiy~	L	topographical	adj	ADJ	adj	ADJ	L	_	M	S	I	TubuwgrAfiy_1	TubuwgrAfiy~_1	pos:adj	pos:adj	topographic
60891	B	TubuwgorAfiyA	TuwbuwgorAfiyA	TuwbuwgorAfiyA	TuwbuwgorAfiyA	L	topography	noun	NOUN	noun	NOUN	L	_	F	S	I	UNK	UNK	UNK	UNK	UNK
60892	C	TubuwgorafiyA	TubuwgorafiyA	TubuwgorafiyA	TubuwgorafiyA	L	_	noun	NOUN	noun	NOUN	L	_	F	S	I	UNK	UNK	UNK	UNK	UNK
60893	T	TuEom	TuEom	TuEom	TuEom	L	vaccine;;vaccines	noun	NOUN	noun	NOUN	L	_	S	S	I	TuEom_1	TuEom_1	pos:noun	pos:noun	vaccine;;vaccines
60894	B	TuEom	TuEom	TuEom	TuEom	L	graft	noun	NOUN	noun	NOUN	L	_	M	S	I	TuEom_1	TuEom_1	pos:noun	pos:noun	vaccine;;vaccines
60895	B	TuEom	TuEom	TuEom	TuEom	L	bait	noun	NOUN	noun	NOUN	L	_	M	S	I	TuEom_1	TuEom_1	pos:noun	pos:noun	vaccine;;vaccines
60896	B	TuEom	TuEom	TuEom	TuEom	L	vaccine	noun	NOUN	noun	NOUN	L	_	M	S	I	TuEom_1	TuEom_1	pos:noun	pos:noun	vaccine;;vaccines
60897	T	TuEomap	TuEomap	TuEomap	TuEomap	L	food;;piece of bread	noun	NOUN	noun	NOUN	L	_	S	S	I	TuEomap_1	TuEomap_1	pos:noun	pos:noun	food;;piece of bread
60898	B	TuEomap	TuEomap	laqAH	laqAH	L	piece of bait	noun	NOUN	noun	NOUN	L	_	F	S	I	TuEomap_1	laqAH_1	pos:noun	pos:noun	vaccine;;pollen;;semen
60899	C	TuEomAyap	TuEomAyap	TuEomap	TuEomap	L	fod;;piece of bread	noun	NOUN	noun	NOUN	S	TuEomAyap	F	S	I	TuEomAyap_1	TuEomap_1	pos:noun	pos:noun	food;;piece of bread
60900	B	tuf~AH	tuf~AH	tuf~AH	tuf~AH	L	apples	noun	NOUN	noun	NOUN	L	_	M	MASS_NOUN	I	UNK	tuf~AH_1	UNK	pos:noun	apples;;apple
60901	B	tuf~AHap	tuf~AHap	tuf~AHap	tuf~AHap	L	an apple	noun	NOUN	noun	NOUN	S	tuf~AH	F	S	I	tuf~AHap_1	UNK	pos:noun	UNK	UNK
60902	B	tuf~AHiy	tuf~AHiy	tuf~AHiy~	tuf~AHiy~	L	apple-like	adj	ADJ	adj	ADJ	L	_	M	S	I	tuf~AHiy_1	UNK	pos:adj	UNK	UNK
60903	B	tufAf	tufAf	buSAq	buSAq	L	spittle	noun	NOUN	noun	NOUN	L	_	M	MASS_NOUN	I	UNK	buSAq_1	UNK	pos:noun	spit;;saliva
60904	C	tufako$iy	tufako$iy	tufako$iy	tufako$iy	L	_	noun	NOUN	noun	NOUN	L	_	M	S	I	tufako$iy_1	UNK	pos:noun	UNK	UNK
60905	C	Tufayoliy	Tufayoliy	Tufayoliy~	Tufayoliy~	L	_	noun	NOUN	noun	NOUN	L	_	M	S	I	Tufayliy_1	Tufayoliy~_1	pos:noun	pos:adj	parasitic;;intruder
60906	C	Tufayoliy	Tufayoliy	Tufayoliy~	Tufayoliy~	L	parasitic;;intruder	adj	ADJ	adj	ADJ	L	_	M	S	I	Tufayliy_1	Tufayoliy~_1	pos:adj	pos:adj	parasitic;;intruder
60907	T	Tufayoliy	Tufayoliy	Tufayoliy~	Tufayoliy~	L	parasitic;;intruder	adj	ADJ	adj	ADJ	L	_	S	S	I	Tufayliy_1	Tufayoliy~_1	pos:adj	pos:adj	parasitic;;intruder
60908	B	Tufayoliy	Tufayoliy	Tufayoliy~	Tufayoliy~	L	sponger	adj	ADJ	adj	ADJ	L	_	M	S	I	Tufayliy_1	Tufayoliy~_1	pos:adj	pos:adj	parasitic;;intruder
60909	B	Tufayoliy	Tufayoliy	Tufayoliy~	Tufayoliy~	L	parasitical	adj	ADJ	adj	ADJ	L	_	M	S	I	Tufayliy_1	Tufayoliy~_1	pos:adj	pos:adj	parasitic;;intruder
60910	B	Tufayoliy~At	Tufayoliy~At	Tufayoliy~At	Tufayoliy~At	L	parasites	noun	NOUN	noun	NOUN	S	Tufiyliy	F	P	I	UNK	UNK	UNK	UNK	UNK
60911	B	tufo$ajiy	tufo$ajiy	SAniE AlsilAH	SAniE AlsilAH	L	armourer	noun	NOUN	noun	NOUN	L	_	M	S	R	tufo$ajiy_1	UNK	pos:noun	UNK	UNK
60912	B	tufokajiy	tufokajiy	SAniE AlsilAH	SAniE AlsilAH	L	armourer	noun	NOUN	noun	NOUN	L	_	M	S	R	UNK	UNK	UNK	UNK	UNK
60913	B	Tufuwlap	Tufuwlap	Tufuwlap	Tufuwlap	L	childhod	noun	NOUN	noun	NOUN	L	_	F	S	I	Tufuwlap_1	Tufuwlap_1	pos:noun	pos:noun	infancy
60914	T	Tufuwlap	Tufuwlap	Tufuwlap	Tufuwlap	L	infancy	noun	NOUN	noun	NOUN	L	_	S	S	I	Tufuwlap_1	Tufuwlap_1	pos:noun	pos:noun	infancy
60915	B	TugiyAn	TugiyAn	TugoyAn	TugoyAn	L	tyranny	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	UNK	TugoyAn_1	UNK	pos:noun	oppression;;tyranny
60916	T	TugiyAn	TugiyAn	TugoyAn	TugoyAn	L	oppression;;tyranny	noun	NOUN	noun	NOUN	L	_	S	S	I	UNK	TugoyAn_1	UNK	pos:noun	oppression;;tyranny
60917	B	TuHAl	TuHAl	TuHAl	TuHAl	L	spleen	noun	NOUN	noun	NOUN	L	_	M	S	I	TuHAl_1	TuHAl_1	pos:noun	pos:noun	inflammation of the spleen
60918	T	TuHAl	TuHAl	TuHAl	TuHAl	L	inflammation of the spleen	noun	NOUN	noun	NOUN	L	_	S	S	I	TuHAl_1	TuHAl_1	pos:noun	pos:noun	inflammation of the spleen
60919	B	tuHofajiy	tuHofajiy	tuHofajiy~	tuHofajiy~	L	a dealer of antiques	adj	ADJ	adj	ADJ	L	_	M	S	R	UNK	UNK	UNK	UNK	UNK
60920	C	tuHofajiy	tuHofajiy	tuHofajiy~	tuHofajiy	L	a dealer of antiques	adj	ADJ	adj	ADJ	L	_	M	S	R	UNK	UNK	UNK	UNK	UNK
60921	B	tuHofap	tuHofap	tuHofap	tuHofap	L	antiques	noun	NOUN	noun	NOUN	L	_	F	S	I	tuHofap_1	tuHofap_1	pos:noun	pos:noun	gift;;museum article;;gifts;;museum articles
60922	T	tuHofap	tuHofap	tuHofap	tuHofap	L	gift;;museum article;;gifts;;museum articles	noun	NOUN	noun	NOUN	L	_	S	S	I	tuHofap_1	tuHofap_1	pos:noun	pos:noun	gift;;museum article;;gifts;;museum articles
60923	B	TuHolub	TuHolub	TuHolub	TuHolub	L	moss;;lichen	noun	NOUN	noun	NOUN	L	_	M	S	I	TuHolub_1	TuHolub_1	pos:noun	pos:noun	moss;;algae
60924	T	TuHolub	TuHolub	TuHolub	TuHolub	L	moss;;algae	noun	NOUN	noun	NOUN	L	_	S	S	I	TuHolub_1	TuHolub_1	pos:noun	pos:noun	moss;;algae
60925	B	tuhomap	tuhomap	tuhomap	tuhomap	L	an accusation	noun	NOUN	noun	NOUN	L	_	F	S	I	tuhomap_1	tuhomap_1	pos:noun	pos:noun	accusation;;charge;;accusations;;charges
60926	T	tuhomap	tuhomap	tuhomap	tuhomap	L	accusation;;charge;;accusations;;charges	noun	NOUN	noun	NOUN	L	_	S	S	I	tuhomap_1	tuhomap_1	pos:noun	pos:noun	accusation;;charge;;accusations;;charges
60927	T	tuhomap	tuhomap	tuhomap	tuhomap	L	accusation;;charge;;accusations;;charges	vbn	NOUN	vbn	NOUN	L	_	NA	NA	NA	tuhomap_1	tuhomap_1	pos:noun	pos:noun	accusation;;charge;;accusations;;charges
60928	C	Tuhoq	Tuhoq	Tahoq	Tahoq	L	hatred	vbn	NOUN	vbn	NOUN	L	_	M	S	NA	Tuhoq_1	Tahoq_1	pos:noun	pos:noun	hatred
60929	T	Tuhor	Tuhor	Tuhor	Tuhor	L	cleansing	vbn	NOUN	vbn	NOUN	L	_	NA	NA	NA	Tuhor_1	Tuhor_1	pos:noun	pos:noun	cleansing
60930	B	tuHuwiylap	tuHuwiylap	maso&uwliy~ap	maso&uwliy~ap	L	liability	noun	NOUN	noun	NOUN	L	_	F	S	I	UNK	maso&uwliy~ap_1	UNK	pos:noun	responsibility;;responsibilities
60931	B	Tuhuwr	Tuhuwr	Tahuwr	Tahuwr	L	circumcision	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Tuhuwr_1	Tahuwr_1	pos:noun	pos:noun	circumcision
60932	C	Tuhuwr	Tuhuwr	xitAn	xitAn	L	circumcision	noun	NOUN	noun	NOUN	L	_	M	S	I	Tuhuwr_1	xitAn_1	pos:noun	pos:noun	circumcision
60933	T	tujAh	tujAh	tujAh	tujAh	L	towards;;facing	prep	NOUN	prep	NOUN	L	_	S	S	NA	tujAh_1	tujAh_1	pos:noun	pos:noun	towards;;facing
60934	C	tujAriy	tujAriy	tijAriy~	tijAriy~	L	commercial;;business	adj	ADJ	adj	ADJ	L	_	M	S	I	tujAriy_1	tijAriy~_1	pos:adj	pos:adj	commercial;;business
60935	B	tukAl	tukAl	Ait~ikAl	Ait~ikAl	L	dependence	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	tukAl_1	{it~ikAl_1	pos:noun	pos:noun	trust;;confidence;;reliance
60936	C	tukAl	tukAl	tukAl	tukAl	L	_	noun	NOUN	noun	NOUN	L	_	M	S	I	tukAl_1	UNK	pos:noun	UNK	UNK
60937	B	tukomap	tukomap	$ariyT	$ariyT	L	binding strip	noun	NOUN	noun	NOUN	L	_	F	S	I	tukomap_1	$ariyT_1	pos:noun	pos:noun	tape;;strip;;ribbon;;tapes;;strips;;ribbons
60938	C	tul~	tul~	tal~	tal~	L	tel	noun	NOUN	noun	NOUN	L	_	M	S	I	tul~_1	tal~_2	pos:noun	pos:noun	hill;;elevation;;hills;;elevations;;mountains
60939	C	tul~iy	tul~iy	tul~iy	tul~iy	L	_	noun	NOUN	noun	NOUN	L	_	M	S	I	tul~iy_1	UNK	pos:noun	UNK	UNK
60940	C	tul~iy~ap	tul~iy~ap	tul~iy~ap	tul~iy~ap	L	_	noun	NOUN	noun	NOUN	L	_	F	S	I	tul~iy~ap_1	UNK	pos:noun	UNK	UNK
60941	B	Tulobap	Tulobap	maham~ap	maham~ap	L	fatigue duty	noun	NOUN	noun	NOUN	L	_	F	S	I	Tulobap_1	maham~ap_1	pos:noun	pos:noun	tasks;;assignments;;missions
60942	C	tulotumiy~ap	vulovumiy~ap	valAv mA}ap	valAv mA}ap	L	_	noun-num	NOUN_NUM	noun-num	NOUN_NUM	L	_	B	S	I	vulovumiy~ap_1	UNK	pos:noun_num	UNK	UNK
60943	B	Tulumobajiy	Tulumobajiy	Tolomobojiy	Tolomobojiy	L	pump operator	noun	NOUN	noun	NOUN	L	_	M	S	R	Tulumobajiy_1	UNK	pos:noun	UNK	UNK
60944	B	Tulumobap	Tulumobap	miDax~a	miDax~a	L	pump	noun	NOUN	noun	NOUN	L	_	F	S	I	Tulumobap_1	UNK	pos:noun	UNK	UNK
60945	T	tuluw~	tuluw~	tuluw~	tuluw~	L	following;;ensuing	vbn	NOUN	vbn	NOUN	L	_	NA	NA	NA	tuluw~_1	tuluw~_1	pos:noun	pos:noun	following;;ensuing
60946	B	Tuluwqap	Tuluwqap	Tuluwqap	Tuluwqap	L	stud animal	adj	ADJ	adj	ADJ	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
60947	B	tum~	tum~	tum~	tum~	L	to accomplish	verb	PV	verb	PV	L	_	NA	NA	NA	UNK	UNK	UNK	UNK	UNK
60948	B	Tum~ap	tum~ap	liloHAfa~ap	liloHAfa~ap	L	fully	adv	NOUN	adv	NOUN	L	_	NA	NA	NA	UNK	UNK	UNK	UNK	UNK
60949	B	TumAr	TumAr	sA}is	sA}is	L	curry comb	noun	NOUN	noun	NOUN	L	_	M	S	I	TumAr_1	sA}is_1	pos:noun	pos:noun	jockey;;driver;;jockeys;;drivers
60950	T	TumAr	TumAr	sA}is	sA}is	L	jockey;;driver;;jockeys;;drivers	noun	NOUN	noun	NOUN	L	_	S	S	R	TumAr_1	sA}is_1	pos:noun	pos:noun	jockey;;driver;;jockeys;;drivers
60951	B	tumobAk	tumobAk	tumobAk	tumobAk	L	tobacco	noun	NOUN	noun	NOUN	L	_	M	S	I	tumobAk_1	tumobAk_1	pos:noun	pos:noun	tobacco
60952	T	tumobAk	tuwmobAk	tumobAk	tumobAk	L	tobacco	noun	NOUN	noun	NOUN	L	_	S	S	I	tumobAk_1	tumobAk_1	pos:noun	pos:noun	tobacco
60953	B	TumobAk	tumobAk	tumobAk	tumobAk	L	tobacco	noun	NOUN	noun	NOUN	L	_	M	S	I	TumobAk_1	tumobAk_1	pos:noun	pos:noun	tobacco
60954	C	tumobawlap	tumobawlap	tumobawlap	tumobawlap	L	_	noun	NOUN	noun	NOUN	L	_	F	S	I	tumobawlap_1	UNK	pos:noun	UNK	UNK
60955	B	tumon	vumon	vumon	vumon	L	one eighth	adj	ADJ	adj	ADJ	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
60956	C	tumon	vumon	vaman	vaman	L	value;price;values;prices	noun_num	NOUN_QUANT	noun_num	NOUN_QUANT	L	_	M	S	I	vumon_1	vaman_1	pos:noun_quant	pos:noun	value;;price;;values;;prices
60957	B	tumonap	vumonap	vaman	vaman	L	unit of weight	noun	NOUN	noun	NOUN	L	_	F	S	I	UNK	vaman_1	UNK	pos:noun	value;;price;;values;;prices
60958	B	tumonumiy~ap	vomonumiy~ap	vamAnimiA}ap	vamAnimiA}ap	L	eight hundred	noun-num	NOUN_NUM	noun-num	NOUN_NUM	L	_	B	S	I	UNK	vamAnimiA}ap_1	UNK	pos:noun_num	eight-hundred
60959	C	tumonumiy~ap	vumonumiy~ap	vamAnimiA}ap	vamAnimiA}ap	L	eight-hundred	noun-num	NOUN_NUM	noun-num	NOUN_NUM	L	_	B	S	I	vumonumiy~ap_1	vamAnimiA}ap_1	pos:noun_num	pos:noun_num	eight-hundred
60960	B	TumuwH	TumuwH	TumuwH	TumuwH	L	ambition	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	TumuwH_1	TumuwH_1	pos:noun	pos:noun	craving;;desire;;ambition;;cravings;;desires;;ambitions
60961	T	TumuwH	TumuwH	TumuwH	TumuwH	L	craving;;desire;;ambition;;cravings;;desires;;ambitions	noun	NOUN	noun	NOUN	L	_	S	S	I	TumuwH_1	TumuwH_1	pos:noun	pos:noun	craving;;desire;;ambition;;cravings;;desires;;ambitions
60962	B	tuniyk	tuniyk	sutorap	sutorap	L	tunic	noun	NOUN	noun	NOUN	L	_	M	S	I	tuniyk_1	sutorap_1	pos:noun	pos:noun	jacket;;jackets
60963	C	tuq~Al	vuq~Al	vaq~Al	vaq~Al	L	_	noun	NOUN	noun	NOUN	L	_	M	S	I	tuq~Al_1	UNK	pos:noun	UNK	UNK
60964	C	tuq~Alap	vuq~Alap	vaqAlap	vaqAlap	L	heaviness;dullness	noun	NOUN	noun	NOUN	L	_	F	S	I	tuq~Alap_1	vaqAlap_1	pos:noun	pos:noun	heaviness;;dullness
60965	B	tuq~aylap	vuq~aylap	viqal	viqal	L	weight	noun	NOUN	noun	NOUN	L	_	F	S	I	tuq~aylap_1	viqal_1	pos:noun	pos:noun	weight;;load;;weights;;loads
60966	C	Tuq~aysiy	Tuq~aysiy	Tuq~aysiy	Tuq~aysiy	L	_	noun	NOUN	noun	NOUN	L	_	M	S	I	Tuq~aysiy_1	UNK	pos:noun	UNK	UNK
60967	B	tuqaY	tuqaY	tuqaY	tuqaY	L	god fearing	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	UNK	tuqaY_1	UNK	pos:noun	piety
60968	B	Tuqiysiy	Tuqiysiy	kuw~ap	kuw~ap	L	small window in a mud dwelling	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	kuw~ap_1	UNK	pos:noun	aperture;;skylight;;apertures;;skylights
60969	B	tuqol	tuqol	viqal	viqal	L	weight;;heaviness	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	tuqol_1	viqal_1	pos:noun	pos:noun	weight;;load;;weights;;loads
60970	B	tuqol	vuqol	viqal	viqal	L	weighing	noun	NOUN	noun	NOUN	L	_	M	S	I	tuqol_1	viqal_1	pos:noun	pos:noun	weight;;load;;weights;;loads
60971	B	TuqoTiyqap	TuqoTiyqap	TuqoTiyqap	TuqoTiyqap	L	a toy	noun	NOUN	noun	NOUN	L	_	F	S	I	UNK	UNK	UNK	UNK	UNK
60972	B	tur~ahap	tur~ahap	bATil	bATil	L	falsehod	noun	NOUN	noun	NOUN	L	_	F	S	I	tur~ahap_1	bATil_1	pos:noun	pos:noun	falsehood
60973	T	tur~ahap	tur~ahap	tur~ahap	tur~ahap	L	farce;;hoax	noun	NOUN	noun	NOUN	L	_	S	S	I	tur~ahap_1	tur~ahap_1	pos:noun	pos:noun	farce;;hoax
60974	B	Tur~ap	Tur~ap	Tur~ap	Tur~ap	L	forehead	noun	NOUN	noun	NOUN	L	_	F	S	I	Tur~ap_1	Tur~ap_1	pos:noun	pos:noun	forelock;;knotted cloth;;forelocks
60975	B	Tur~ap	Tur~ap	Tur~ap	Tur~ap	L	prison	noun	NOUN	noun	NOUN	L	_	M	S	I	Tur~ap_1	Tur~ap_1	pos:noun	pos:noun	forelock;;knotted cloth;;forelocks
60976	B	Tur~ap	Tur~ap	Tur~ap	Tur~ap	L	knotted handkerchief	noun	NOUN	noun	NOUN	L	_	F	S	I	Tur~ap_1	Tur~ap_1	pos:noun	pos:noun	forelock;;knotted cloth;;forelocks
60977	B	Tur~ap	Tur~ap	luEobap	luEobap	L	children' s game	noun	NOUN	noun	NOUN	L	_	F	S	I	Tur~ap_1	luEobap_1	pos:noun	pos:noun	game;;toy;;games;;toys
60978	B	Tur~ap	Tur~ap	TugorA'	TugorA'	L	monogram of the ottoman sultan	noun	NOUN	noun	NOUN	L	_	F	S	I	Tur~ap_1	UNK	pos:noun	UNK	UNK
60979	T	Tur~ap	Tur~ap	Tur~ap	Tur~ap	L	forelock;;knotted cloth;;forelocks;;knotted cloth	noun	NOUN	noun	NOUN	L	_	S	S	I	Tur~ap_1	Tur~ap_1	pos:noun	pos:noun	forelock;;knotted cloth;;forelocks
60980	C	TurA$	TurA$	taqay~u&	taqay~u&	L	_	noun	NOUN	noun	NOUN	L	_	M	S	I	TurA$_1	UNK	pos:noun	UNK	UNK
60981	C	TurA$	TurA$	taqay~u&	taqay~u&	L	deafness	vbn	NOUN	vbn	NOUN	L	_	M	S	NA	TurA$_1	UNK	pos:noun	UNK	UNK
60982	B	TurA$	TurA$	taqay~u&	taqay~u&	L	vomit	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	TurA$_1	UNK	pos:noun	UNK	UNK
