ID	Source	Egyptian-Word	CODA	MSA-Equivalent	MSA-Lemma	MSA_L_S_Type	English-Equivalent	Egyptian-POS	Egyptian-POS-LDC	MSA-POS	MSA-POS-LDC	Word-Type	Lemma	Gender	Number	Rationality	CALIMA_EGY_LEMMA	SAMA_LEMMA	CALIMA_ALMOR_POS	SAMA_POS	SAMA-Gloss
139	B	*im~ap	*im~ap	salAmap	salAmap	L	integrity	noun	NOUN	noun	NOUN	L	_	F	S	I	*im~ap_1	salAmap_1	pos:noun	pos:noun	security;;safety;;integrity
140	B	*im~ap	*im~ap	kamAl	kamAl	L	integrity	noun	NOUN	noun	NOUN	L	_	F	S	I	*im~ap_1	kamAl_2	pos:noun	pos:noun	perfection;;completeness;;conclusion
141	B	*im~ap	*im~ap	>amAnap	>amAnap	L	integrity	noun	NOUN	noun	NOUN	L	_	F	S	I	*im~ap_1	>amAnap_3	pos:noun	pos:noun	deposit
142	B	*im~ap	*im~ap	*im~ap	*im~ap	L	integrity	noun	NOUN	noun	NOUN	L	_	F	S	I	*im~ap_1	*im~ap_1	pos:noun	pos:noun	protection;;security
143	B	*im~ap	*im~ap	AiHoti$Am	AiHoti$Am	L	reserve;;demureness	noun	NOUN	noun	NOUN	L	_	F	S	I	*im~ap_1	{iHoti$Am_1	pos:noun	pos:noun	shyness;;modesty
144	B	*im~ap	*im~ap	liyAqap	liyAqap	L	decency	noun	NOUN	noun	NOUN	L	_	F	S	I	*im~ap_1	liyAqap_2	pos:noun	pos:noun	good behavior
145	B	*im~ap	*im~ap	Hi$omap	Hi$omap	L	decency	noun	NOUN	noun	NOUN	L	_	F	S	I	*im~ap_1	Hi$omap_1	pos:noun	pos:noun	shyness;;timidity
146	B	*im~ap	*im~ap	|dAb	|dAb	L	ethics	noun	NOUN	noun	NOUN	L	_	F	S	I	*im~ap_1	UNK	pos:noun	UNK	UNK
147	B	*im~ap	*im~ap	>axolAq	>axolAq	L	morals	noun	NOUN	noun	NOUN	L	_	F	S	I	*im~ap_1	UNK	pos:noun	UNK	UNK
148	B	*im~ap	*im~ap	riEAyap	riEAyap	L	custody	noun	NOUN	noun	NOUN	L	_	F	S	I	*im~ap_1	riEAyap_1	pos:noun	pos:noun	custody;;protection;;patronage;;sponsorship
149	B	*im~ap	*im~ap	wiSAyap	wiSAyap	L	custody	noun	NOUN	noun	NOUN	L	_	F	S	I	*im~ap_1	wiSAyap_1	pos:noun	pos:noun	guardianship;;trusteeship;;tutelage
150	B	*im~ap	*im~ap	EinAyap	EinAyap	L	custody	noun	NOUN	noun	NOUN	L	_	F	S	I	*im~ap_1	EinAyap_1	pos:noun	pos:noun	care;;attention;;concern
151	B	*im~ap	*im~ap	kafAlap	kafAlap	L	custody	noun	NOUN	noun	NOUN	L	_	F	S	I	*im~ap_1	kafAlap_1	pos:noun	pos:noun	bail;;deposit;;collateral
152	B	*im~ap	*im~ap	EinAyap	EinAyap	L	care	noun	NOUN	noun	NOUN	L	_	F	S	I	*im~ap_1	EinAyap_1	pos:noun	pos:noun	care;;attention;;concern
153	B	*im~ap	*im~ap	riEAyap	riEAyap	L	care	noun	NOUN	noun	NOUN	L	_	F	S	I	*im~ap_1	riEAyap_1	pos:noun	pos:noun	custody;;protection;;patronage;;sponsorship
154	B	*im~ap	*im~ap	*im~ap	*im~ap	L	care	noun	NOUN	noun	NOUN	L	_	F	S	I	*im~ap_1	*im~ap_1	pos:noun	pos:noun	protection;;security
155	B	*im~ap	*im~ap	HanAn	HanAn	L	care	noun	NOUN	noun	NOUN	L	_	F	S	I	*im~ap_1	HanAn_1	pos:noun	pos:noun	sympathy;;affection
156	B	*im~ap	*im~ap	*im~ap	*im~ap	L	care	noun	NOUN	noun	NOUN	L	_	F	S	I	*im~ap_1	*im~ap_1	pos:noun	pos:noun	protection;;security
157	T	*im~ap	*im~ap	*im~ap	*im~ap	L	protection;;security	noun	NOUN	noun	NOUN	L	_	S	S	I	*im~ap_1	*im~ap_1	pos:noun	pos:noun	protection;;security
158	B	*imAm	*imAm	*imAm	*imAm	L	claim	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	*imAm_1	UNK	pos:noun	claim;;custody;;protection;;claims
159	B	*imAm	*imAm	daEowaY	daEowaY	L	claim	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	daEowaY_1	UNK	pos:noun	lawsuit;;allegation;;legal action;;lawsuits;;allegations;;legal actions
160	B	*imAm	*imAm	muTAlabap	muTAlabap	L	claim	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	muTAlabap_1	UNK	pos:noun	requirement;;demand
161	B	*imAm	*imAm	$akowaY	$akowaY	L	claim	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	$akowaY_1	UNK	pos:noun	complaint;;grievance;;complaints;;grievances
162	B	*imAm	*imAm	Aid~iEA'	Aid~iEA'	L	claim	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	{id~iEA'_1	UNK	pos:noun	allegation;;claim;;prosecution
163	B	*imAm	*imAm	muTAlabap	muTAlabap	L	claim	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	muTAlabap_1	UNK	pos:noun	requirement;;demand
164	B	*iy~	ziy~	ziy~	ziy~	L	uniform	noun	NOUN	noun	NOUN	L	_	M	S	I	ziy~_1	ziy~_1	pos:noun	pos:noun	uniform;;clothing;;fashion;;clothes;;uniforms
165	T	*ubAbap	*ubAbap	*ubAbap	*ubAbap	L	fly;;tip	noun	NOUN	noun	NOUN	L	_	S	S	I	*ubAbap_1	*ubAbap_1	pos:noun	pos:noun	fly;;tip
166	T	*uEor	*uEor	*uEor	*uEor	L	fright;;panic	noun	NOUN	noun	NOUN	L	_	S	S	I	*uEor_1	*uEor_1	pos:noun	pos:noun	fright;;panic
167	T	*uhuwl	*uhuwl	*uhuwl	*uhuwl	L	numbness;;indifference;;confusion	vbn	NOUN	vbn	NOUN	L	_	NA	NA	NA	*uhuwl_1	*uhuwl_1	pos:noun	pos:noun	numbness;;indifference;;confusion
168	B	*ul~	*ul~	<i*olAl	<i*olAl	L	humiliation	noun	NOUN	noun	NOUN	L	_	M	S	I	*ul~_1	<i*olAl_1	pos:noun	pos:noun	degradation;;surmounting
169	B	*ul~	*ul~	*ul~	*ul~	L	humiliation	noun	NOUN	noun	NOUN	L	_	M	S	I	*ul~_1	*ul~_1	pos:noun	pos:noun	humiliation;;dishonor
170	B	*ul~	*ul~	EAr	EAr	L	humiliation	noun	NOUN	noun	NOUN	L	_	M	S	I	*ul~_1	EAr_1	pos:noun	pos:noun	shame;;disgrace;;infamy
171	B	*ul~	*ul~	AiHotiqAr	AiHotiqAr	L	abasement	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	*ul~_1	{iHotiqAr_1	pos:noun	pos:noun	scorn;;contempt
172	B	*ul~	*ul~	<i*olAl	<i*olAl	L	abasement	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	*ul~_1	<i*olAl_1	pos:noun	pos:noun	degradation;;surmounting
173	T	*ul~	*ul~	*ul~	*ul~	L	humiliation;;dishonor	noun	NOUN	noun	NOUN	L	_	S	S	I	*ul~_1	*ul~_1	pos:noun	pos:noun	humiliation;;dishonor
174	B	*ur~iy~ap	*ur~iy~ap	*ur~iy~ap	*ur~iy~ap	L	progeny;;offspring	noun	NOUN	noun	NOUN	L	_	F	S	R	*ur~iy~ap_1	*ur~iy~ap_1	pos:noun	pos:noun	descendants;;offspring
175	T	*ur~iy~ap	*ur~iy~ap	*ur~iy~ap	*ur~iy~ap	L	descendants;;offspring	noun	NOUN	noun	NOUN	L	_	S	S	R	*ur~iy~ap_1	*ur~iy~ap_1	pos:noun	pos:noun	descendants;;offspring
176	B	*uroE	*uroE	*uEor	*uEor	L	panic;;terror	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	UNK	*uEor_1	UNK	pos:noun	fright;;panic
177	B	*uw	*uw	*uw	*uw	L	owner of	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	*uw_1	UNK	pos:noun	of;;with
178	B	*uwkoSuwluwjiy~ap	*uwkoSuwluwjiy~ap	tasobiyHap	tasobiyHap	L	doxology	noun	NOUN	noun	NOUN	L	_	F	S	I	UNK	UNK	UNK	UNK	UNK
179	T	*uwq	*uwq	*awoq	*awoq	L	taste;;sense;;sensitivity;;tastes;;sensitivities	noun	NOUN	noun	NOUN	L	_	S	S	I	UNK	*awoq_1	UNK	pos:noun	taste;;sense;;sensitivity;;tastes;;sensitivities
180	B	*uwqiy~ap	*uwqiy~ap	*awoq	*awoq	L	sense	vbn	NOUN	vbn	NOUN	L	_	F	NA	NA	UNK	*awoq_1	UNK	pos:noun	taste;;sense;;sensitivity;;tastes;;sensitivities
181	C	<i}aE	<i}aE	>uf~	>uf~	L	_	interj	INTERJ	interj	INTERJ	L	_	NA	NA	NA	<i}aE_1	UNK	pos:interj	UNK	UNK
182	B	<i*AEap	<i*AEap	<i*AEap	<i*AEap	L	radio broadcast	vbn	NOUN	vbn	NOUN	L	_	F	NA	NA	Ai*AEap_1	<i*AEap_1	pos:noun	pos:noun	broadcast;;transmission;;broadcasts;;transmissions
183	T	<i*AEap	<i*AEap	<i*AEap	<i*AEap	L	broadcast;;transmission;;broadcasts;;transmissions	noun	NOUN	noun	NOUN	L	_	S	S	I	Ai*AEap_1	<i*AEap_1	pos:noun	pos:noun	broadcast;;transmission;;broadcasts;;transmissions
184	B	<i*oEAn	<i*oEAn	<i*oEAn	<i*oEAn	L	submissiveness	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai*oEAn_1	<i*oEAn_1	pos:noun	pos:noun	submissiveness;;compliance;;obedience
185	B	<i*on	<i*on	<i*on	<i*on	L	permission	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	<i*on_1	<i*on_1	pos:noun	pos:noun	permission;;authorization;;bonds
186	B	<i*on	<i*on	<i*on	<i*on	L	warrant;;permit	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	<i*on_1	<i*on_1	pos:noun	pos:noun	permission;;authorization;;bonds
187	T	<i*on	<i*on	<i*on	<i*on	L	permission;;authorization;;bonds	noun	NOUN	noun	NOUN	L	_	S	S	I	<i*on_1	<i*on_1	pos:noun	pos:noun	permission;;authorization;;bonds
188	C	<i|~ah	<i|~ah	gA}iT	gA}iT	L	excrement;;feces	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	gA}iT_1	UNK	pos:noun	excrement;;feces
189	B	<i$Arap	<i$Arap	<i$Arap	<i$Arap	L	signal	vbn	NOUN	vbn	NOUN	L	_	F	NA	NA	Ai$Arap_1	<i$Arap_2	pos:noun	pos:noun	indication;;mention;;sign;;signal;;indications;;mentions;;signs;;signals
190	B	<i$Arap	<i$Arap	<i$Arap	<i$Arap	L	indicator	vbn	NOUN	vbn	NOUN	L	_	F	NA	NA	Ai$Arap_1	<i$Arap_2	pos:noun	pos:noun	indication;;mention;;sign;;signal;;indications;;mentions;;signs;;signals
191	B	<i$Arap	<i$Arap	EalAmap	EalAmap	L	mark	vbn	NOUN	vbn	NOUN	L	_	F	NA	NA	Ai$Arap_1	EalAmap_1	pos:noun	pos:noun	mark;;sign;;point;;marks;;signs;;points
192	B	<i$iy	<i$iy	$ayo}	$ayo}	L	something	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
193	B	<i$oEAE	<i$oEAE	<i$oEAE	<i$oEAE	L	radiation	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$oEAE_1	<i$oEAE_1	pos:noun	pos:noun	radiation;;irradiation
194	B	<i$oEAE	<i$oEAE	<i$oEAE	<i$oEAE	L	radioactivity	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$oEAE_1	<i$oEAE_1	pos:noun	pos:noun	radiation;;irradiation
195	B	<i$oEAl	<i$oEAl	<iDorAm	<iDorAm	L	kindling	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$oEAl_1	<iDorAm_1	pos:noun	pos:noun	kindling;;exciting
196	B	<i$oEAl	<i$oEAl	ta>ojiyj	ta>ojiyj	L	kindling	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$oEAl_1	ta>ojiyj_1	pos:noun	pos:noun	lighting;;kindling
197	B	<i$oEAl	<i$oEAl	<i$oEAl	<i$oEAl	L	kindling	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$oEAl_1	<i$oEAl_1	pos:noun	pos:noun	igniting;;lighting
198	B	<i$oEAl	<i$oEAl	<i$oEAl	<i$oEAl	L	igniting	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$oEAl_1	<i$oEAl_1	pos:noun	pos:noun	igniting;;lighting
199	B	<i$oEAl	<i$oEAl	<i$oEAl	<i$oEAl	L	ignition	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$oEAl_1	<i$oEAl_1	pos:noun	pos:noun	igniting;;lighting
200	B	<i$oEAl	<i$oEAl	Ai$otiEAl	Ai$otiEAl	L	ignition	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$oEAl_1	{i$otiEAl_1	pos:noun	pos:noun	burning;;ignition
201	B	<i$oEAr	<i$oEAr	<iEolAm	<iEolAm	L	notification	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$oEAr_1	<iEolAm_1	pos:noun	pos:noun	information;;media
202	B	<i$oEAr	<i$oEAr	<i$oEAr	<i$oEAr	L	notification	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$oEAr_1	<i$oEAr_1	pos:noun	pos:noun	notice;;notification
203	B	<i$oEAr	<i$oEAr	balAg	balAg	L	notification	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$oEAr_1	balAg_1	pos:noun	pos:noun	communiqu;;report;;notification;;notice
204	B	<i$oEAr	<i$oEAr	bayAn	bayAn	L	notification	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$oEAr_1	bayAn_1	pos:noun	pos:noun	communiqu;;statement;;declaration;;data
205	B	<i$oEAr	<i$oEAr	<iEolAn	<iEolAn	L	notification	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$oEAr_1	<iEolAn_1	pos:noun	pos:noun	declaration;;statement;;announcement;;declarations;;statements;;announcements;;advertisements;;signs;;billboards
206	B	<i$oEAr	<i$oEAr	taSoriyH	taSoriyH	L	notification	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$oEAr_1	taSoriyH_2	pos:noun	pos:noun	permit;;license;;permits;;licenses
207	B	<i$oEAr	<i$oEAr	<i$oEAr	<i$oEAr	L	notice	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$oEAr_1	<i$oEAr_1	pos:noun	pos:noun	notice;;notification
208	B	<i$oEAr	<i$oEAr	<i$oEAr	<i$oEAr	L	notification	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$oEAr_1	<i$oEAr_1	pos:noun	pos:noun	notice;;notification
209	B	<i$okAl	<i$okAl	SuEuwbap	SuEuwbap	L	problem;;difficulty	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	<i$okAl_1	SuEuwbap_1	pos:noun	pos:noun	difficulty
210	B	<i$okAl	<i$okAl	Eaqabap	Eaqabap	L	problem;;difficulty	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	<i$okAl_1	Eaqabap_1	pos:noun	pos:noun	obstacle;;obstacles
211	B	<i$okAl	<i$okAl	<i$okAl	<i$okAl	L	problem;;difficulty	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	<i$okAl_1	<i$okAl_1	pos:noun	pos:noun	ambiguity;;problem
212	T	<i$okAl	<i$okAl	<i$okAl	<i$okAl	L	ambiguity;;problem	noun	NOUN	noun	NOUN	L	_	S	S	I	<i$okAl_1	<i$okAl_1	pos:noun	pos:noun	ambiguity;;problem
213	C	<i$okaromap	<i$okaromap	<i$okaromap	<i$okaromap	L	_	noun	NOUN	noun	NOUN	L	_	F	S	I	<i$okaromap_1	UNK	pos:noun	UNK	UNK
214	B	<i$om>anaT	<i$om>anaT	Ai$oma>az~	Ai$oma>az~	L	to disgust;;become disgusted	verb	PV	verb	PV	L	_	NA	NA	NA	UNK	{i$oma>az~_1	UNK	pos:verb	be disgusted;;be nauseated
215	B	<i$orAf	<i$orAf	<i$orAf	<i$orAf	L	supervision	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$orAf_1	<i$orAf_1	pos:noun	pos:noun	supervision;;direction;;patronage
216	B	<i$orAfiy	<i$orAfiy	<i$orAfiy~	<i$orAfiy~	L	supervisory	adj	ADJ	adj	ADJ	L	_	M	S	I	Ai$orAfiy_1	<i$orAfiy~_1	pos:adj	pos:noun	supervisory;;directing
217	B	<i$orAk	<i$orAk	<i$orAk	<i$orAk	L	polytheism	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$orAk_1	<i$orAk_1	pos:noun	pos:noun	participation;;implication
218	B	<i$otabah	<i$otabah	Ai$otabah	Ai$otabah	L	to have suspicion	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otabah_1	{i$otabah_1	pos:verb	pos:verb	suspect;;be doubtful;;be suspected
219	B	<i$otabak	<i$otabak	Ai$otabak	Ai$otabak	L	to become engaged	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otabak_1	{i$otabak_1	pos:verb	pos:verb	skirmish;;clash;;engage
220	B	<i$otad~	<i$otad~	Ai$otad~	Ai$otad~	L	became intense	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otad~_1	{i$otad~_1	pos:verb	pos:verb	intensify
221	B	<i$otad~	<i$otad~	Ai$otad~	Ai$otad~	L	to become intense tronger	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otad~_1	{i$otad~_1	pos:verb	pos:verb	intensify
222	B	<i$otaEal	<i$otaEal	Ai$otaEal	Ai$otaEal	L	to catch fire	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otaEal_1	{i$otaEal_1	pos:verb	pos:verb	flare up;;catch fire
223	B	<i$otaEal	<i$otaEal	Ai$otaEal	Ai$otaEal	L	ignite	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otaEal_1	{i$otaEal_1	pos:verb	pos:verb	flare up;;catch fire
224	B	<i$otagal	<i$otagal	Eamil	Eamil	L	to function	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otagal_1	Eamil-a_1	pos:verb	pos:verb	work;;function;;act;;be made;;be prepared
225	B	<i$otagal	<i$otagal	>ad~aY	>ad~aY	L	to function	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otagal_1	>ad~aY_2	pos:verb	pos:verb	perform (function);;carry out (duty)
226	B	<i$otagal	<i$otagal	Eamil	Eamil	L	operate	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otagal_1	Eamil-a_1	pos:verb	pos:verb	work;;function;;act;;be made;;be prepared
227	B	<i$otagal	<i$otagal	>ajoraY	>ajoraY	L	operate	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otagal_1	>ajoraY_1	pos:verb	pos:verb	conduct;;carry out;;perform;;be conducted;;be carried out;;be performed
228	B	<i$otagal	<i$otagal	mAras	mAras	L	operate	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otagal_1	mAras_1	pos:verb	pos:verb	practice;;pursue;;exercise;;be exerted;;be brought to bear (pressure)
229	B	<i$otagal	<i$otagal	Ai$otagal	Ai$otagal	L	operate	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otagal_1	{i$otagal_1	pos:verb	pos:verb	work;;operate
230	B	<i$otagal	<i$otagal	Eamil	Eamil	L	work	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otagal_1	Eamil-a_1	pos:verb	pos:verb	work;;function;;act;;be made;;be prepared
231	B	<i$otagal	<i$otagal	>aEad~	>aEad~	L	work	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otagal_1	>aEad~_1	pos:verb	pos:verb	prepare;;make ready;;be prepared;;be made ready
232	B	<i$otagal	<i$otagal	dAr	dAr	L	work	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otagal_1	dAr-u_1	pos:verb	pos:verb	go around;;turn
233	B	<i$otagal	<i$otagal	Ai$otagal	Ai$otagal	L	work	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otagal_1	{i$otagal_1	pos:verb	pos:verb	work;;operate
234	B	<i$otagal	<i$otagal	Ai$otagal	Ai$otagal	L	to act	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otagal_1	{i$otagal_1	pos:verb	pos:verb	work;;operate
235	B	<i$otagal	<i$otagal	>av~ar	>av~ar	L	take hold	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otagal_1	>av~ar_1	pos:verb	pos:verb	affect;;influence;;be affected;;be influenced
236	B	<i$otagal	<i$otagal	saray	saray	L	take effect	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otagal_1	UNK	pos:verb	UNK	UNK
237	B	<i$otagal	<i$otagal	Eamil	Eamil	L	to work;;fabric	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otagal_1	Eamil-a_1	pos:verb	pos:verb	work;;function;;act;;be made;;be prepared
238	B	<i$otahar	<i$otahar	Ai$otahar	Ai$otahar	L	to become famous	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otahar_1	{i$otahar_1	pos:verb	pos:verb	become famous
239	B	<i$otahaY	<i$otahaY	Ai$otahaY	Ai$otahaY	L	to desire	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otahaY_1	{i$otahaY_1	pos:verb	pos:verb	desire;;crave;;be desired;;be craved
240	B	<i$otakaY	<i$otakaY	Ai$otakaY	Ai$otakaY	L	to complain	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otakaY_1	{i$otakaY_1	pos:verb	pos:verb	complain;;be complained
241	B	<i$otakaY	<i$otakaY	AiHotaj~	AiHotaj~	L	to complain	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otakaY_1	{iHotaj~_1	pos:verb	pos:verb	protest
242	B	<i$otakaY	<i$otakaY	Ai$otakaY	Ai$otakaY	L	to complain	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otakaY_1	{i$otakaY_1	pos:verb	pos:verb	complain;;be complained
243	B	<i$otamal	<i$otamal	Ai$otamal	Ai$otamal	L	to include	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otamal_1	{i$otamal_1	pos:verb	pos:verb	include;;contain;;comprise
244	B	<i$otAq	<i$otAq	Ai$otAq	Ai$otAq	L	to yearn;;long	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otAq_1	{i$otAq_1	pos:verb	pos:verb	desire;;love
245	B	<i$otar~	<ijotar	<ijotar~	<ijotar~	L	to ruminate;;chew cud	verb	PV	verb	PV	L	_	NA	NA	NA	Aijotar~_1	{ijotar~_1	pos:verb	pos:verb	ruminate;;repeat over and over
246	B	<i$otarak	<i$otarak	Ai$otarak	Ai$otarak	L	to participate	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otarak_1	{i$otarak_1	pos:verb	pos:verb	participate
247	B	<i$otarak	<i$otarak	Ai$otarak	Ai$otarak	L	to become a member	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otarak_1	{i$otarak_1	pos:verb	pos:verb	participate
248	B	<i$otaraY	<i$otaraY	Ai$otaraY	Ai$otaraY	L	to buy	verb	PV	verb	PV	L	_	NA	NA	NA	Ai$otaraY_1	{i$otaraY_1	pos:verb	pos:verb	purchase;;be purchased
249	B	<i$otirAk	<i$otirAk	Ai$otirAk	Ai$otirAk	L	participation	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$otirAk_1	{i$otirAk_2	pos:noun	pos:noun	subscription;;subscriptions
250	B	<i$otirArap	AijotirAr	AijotirAr	AijotirAr	L	rumination	vbn	NOUN	vbn	NOUN	L	_	F	NA	NA	AijotirAr_1	{ijotirAr_1	pos:noun	pos:noun	repeating over and over;;rumination
251	B	<i$otirAT	<i$otirAT	Ai$otirAT	Ai$otirAT	L	stipulation	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	Ai$otirAT_1	{i$otirAT_1	pos:noun	pos:noun	condition;;proviso;;stipulation
252	B	<i$otorAkiy	<i$otorAkiy	Ai$otirAkiy~	Ai$otirAkiy~	L	socialist	adj	ADJ	adj	ADJ	L	_	M	S	R	UNK	{i$otirAkiy~_1	UNK	pos:adj	socialist
253	B	<ibAHap	<ibAHap	<ibAHap	<ibAHap	L	permissibility	vbn	NOUN	vbn	NOUN	L	_	F	NA	NA	AibAHap_1	<ibAHap_1	pos:noun	pos:noun	permission;;licentiousness
254	B	<ibAHiy	<ibAHiy	<ibAHiy~	<ibAHiy~	L	promiscuous;;pornographic	adj	ADJ	adj	ADJ	L	_	M	S	I	AibAHiy_1	<ibAHiy~_1	pos:adj	pos:adj	licentious
255	B	<ibiT	<ibiT	<ibiT	<ibiT	L	armpit	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
256	B	<ibodAE	<ibodAE	<ibodAE	<ibodAE	L	excellence	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	AibodAE_1	<ibodAE_1	pos:noun	pos:noun	originality;;creativity
257	B	<ibohAm	<ibohAm	<ibohAm	<ibohAm	L	thumb	noun	NOUN	noun	NOUN	L	_	M	S	I	AibohAm_1	<ibohAm_1	pos:noun	pos:noun	obscurity;;incomprehensibility
258	B	<iboliys	<iboliys	<iboliys	<iboliys	L	Satan	noun+prop	NOUN_PROP	noun+prop	NOUN_PROP	L	_	M	S	R	Aiboliys_1	<iboliys_2	pos:noun_prop	pos:noun_prop	Iblis (Devil)
259	B	<iborA'	<iborA'	<iborA'	<iborA'	L	sabbatical year	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	<iborA'_1	<iborA'_1	pos:noun	pos:noun	acquittal;;exoneration;;acquittals;;exonerations
260	T	<iborA'	<iborA'	<iborA'	<iborA'	L	acquittal;;exoneration;;acquittals;;exonerations	noun	NOUN	noun	NOUN	L	_	S	S	I	<iborA'_1	<iborA'_1	pos:noun	pos:noun	acquittal;;exoneration;;acquittals;;exonerations
261	B	<iborap	<iborap	<iborap	<iborap	L	needle	noun	NOUN	noun	NOUN	L	_	F	S	I	<iborap_1	<iborap_2	pos:noun	pos:noun	needle;;injection;;needles;;injections
262	T	<iborap	<iborap	<iborap	<iborap	L	indicator;;needle;;indicators;;needles	noun	NOUN	noun	NOUN	L	_	S	S	I	<iborap_1	<iborap_2	pos:noun	pos:noun	needle;;injection;;needles;;injections
263	B	<iboSAliy~ap	<iboSAliy~ap	taroniymap	taroniymap	L	hymn	vbn	NOUN	vbn	NOUN	L	_	F	NA	NA	<iboSAliy~ap_1	taroniymap_1	pos:noun	pos:noun	anthem;;hymn;;song;;chanting;;anthems;;hymns;;songs
264	C	<iboSAliy~ap	<iboSAliy~ap	<iboSAliy~ap	<iboSAliy~ap	L	_	noun	NOUN	noun	NOUN	L	_	F	S	I	<iboSAliy~ap_1	UNK	pos:noun	UNK	UNK
265	B	<iboSalomuwdiy~ap	<iboSalomuwdiy~ap	tarotiyl	tarotiyl	L	psalmody	noun	NOUN	noun	NOUN	L	_	F	S	I	>iboSalomuwdiy~ap_1	tarotiyl_1	pos:noun	pos:noun	chanting (the Quran)
266	B	<iboSAr	<iboSAr	<iboSAr	<iboSAr	L	sight	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	<iboSAr_1	<iboSAr_1	pos:noun	pos:noun	perception;;vision
267	B	<iboSAr	<iboSAr	<iboSAr	<iboSAr	L	eyesight	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	<iboSAr_1	<iboSAr_1	pos:noun	pos:noun	perception;;vision
